Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25949164,A Natural History of Human Morality,Michael Tomasello,"Tomasello, Michael",,"=""0674088646""","=""9780674088641""",5,4.19,Harvard University Press,Hardcover,180,2016,2016,2018/01/23,2017/11/21,"human-evolution, reviewed, morality, political-philosophy, science","human-evolution (#10), reviewed (#29), morality (#10), political-philosophy (#58), science (#85)",read,"A magisterial synthesis of empirical results and philosophical arguments concerning anthropology, sociology, human psychology and evolutionary history. How can human morality be the product of the seemingly amoral process of evolution? The discussion is grounded in empirical results concerning the common and divergent behaviors of human children and chimpanzees (our nearest evolutionary relative). The focus in this book is on how cooperation, joint intentionality and fairness based on other-self equivalence eventually has evolved into morality. The argument draws a long, winding curve through the dots provided by the empirical results and philosophical considerations.<br/><br/>This was not an easy read. I had to go slowly, carefully thinking about what the theory and arguments state. But it was certainly rewarding. I have changed my views on the ""naturalness"" of equality, and of how social norms work, and why they are so important.",,,1,0
17237217,Social: Why Our Brains Are Wired to Connect,Matthew D. Lieberman,"Lieberman, Matthew D.",,"=""0307889092""","=""9780307889096""",0,4.09,Crown,Hardcover,384,2013,2013,,2017/10/14,"to-read, human-evolution, morality, science","to-read (#36), human-evolution (#44), morality (#70), science (#115)",to-read,,,,0,0
17707599,"Moral Tribes: Emotion, Reason, and the Gap Between Us and Them",Joshua D. Greene,"Greene, Joshua D.",,"=""1594202605""","=""9781594202605""",4,4.03,Penguin Press,Hardcover,432,2013,2013,,2015/04/14,"reviewed, morality, political-philosophy, human-evolution, science","reviewed (#64), morality (#21), political-philosophy (#33), human-evolution (#73), science (#91)",read,,,,1,0
18333442,Samarbete,Patrik Lindenfors,"Lindenfors, Patrik",,"=""918606133X""","=""9789186061333""",4,4.29,Fri Tanke,Hardcover,260,2011,2011,2015/06/20,2015/06/27,"human-evolution, reviewed, morality, political-philosophy, svenska, science","human-evolution (#12), reviewed (#54), morality (#15), political-philosophy (#22), svenska (#21), science (#89)",read,,,,1,0
6885166,Why We Cooperate,Michael Tomasello,"Tomasello, Michael",,"=""0262013592""","=""9780262013598""",4,3.84,MIT Press,Hardcover,206,2009,2009,,2015/04/23,"human-evolution, reviewed, morality, political-philosophy, science","human-evolution (#11), reviewed (#88), morality (#75), political-philosophy (#57), science (#92)",read,,,,1,0
104527,Not by Genes Alone: How Culture Transformed Human Evolution,Peter J. Richerson,"Richerson, Peter J.",Robert   Boyd,"=""0226712125""","=""9780226712123""",4,3.94,University of Chicago Press,Paperback,342,2006,2004,2019/06/27,2015/06/28,"human-evolution, reviewed, morality, science","human-evolution (#4), reviewed (#2), morality (#74), science (#84)",read,"An interesting and provocative argument that culture has influenced human evolution since one million years. The authors propose that the variable climate of the Pleistocene provided the conditions for favoring culture in pre-humans, since it allowed our ancestors to adapt more quickly than genetic evolution would have allowed.<br/>However one views that argument, I think that their (partly) independent argument about the importance of culture in human history is solid. The fundamental observation is that cultural evolution affected human genetic evolution in the long term, and the development of different forms of society in the short term. The authors also propose that modern global society is a ""giant field experiment in which the social instincts adapted to smaller-scale societies are subjected to a wide range of new environmental conditions.""<br/>They make an interesting observation that ""social innovations that make large-scale society possible, but at the same time effectively simulate life in a tribal-scale society, will tend to spread."" This was written before Facebook became a global phenomenon.",,,1,0
16218547,Topology of 2x2 Games: A New Periodic Table,David Robinson,"Robinson, David",David Goforth,"=""0415654580""","=""9780415654586""",0,5.00,Routledge,Paperback,190,2012,2004,,2021/12/15,"to-read, philosophy, science, computing","to-read (#292), philosophy (#168), science (#168), computing (#60)",to-read,,,,0,0
18343554,"Plikten, profiten och konsten att vara människa : essä",Göran Rosenberg,"Rosenberg, Göran",,"=""""","=""9789174293623""",0,3.52,Bonnier Pocket,Paperback,286,2013,2013,,2021/12/06,"to-read, morality, svenska, political-philosophy","to-read (#221), morality (#95), svenska (#83), political-philosophy (#229)",to-read,,,,0,0
30211819,Evolutionary Computation: A Unified Approach,Kenneth A. De Jong,"Jong, Kenneth A. De",,"=""0262529602""","=""9780262529600""",0,4.15,MIT Press,Paperback,268,2016,2006,,2021/12/05,"to-read, computing, evolution","to-read (#181), computing (#49), evolution (#42)",to-read,,,,0,0
105139,An Introduction to Genetic Algorithms,Melanie  Mitchell,"Mitchell, Melanie",,"=""0262631857""","=""9780262631853""",0,3.79,MIT Press,Paperback,221,1998,1996,,2021/12/05,"to-read, computing","to-read (#182), computing (#50)",to-read,,,,0,0
3571080,Pattern Recognition,Sergios Theodoridis,"Theodoridis, Sergios",Konstantinos Koutroumbas,"=""0126861404""","=""9780126861402""",0,3.81,Academic Press,Hardcover,625,1998,1998,,2021/12/05,"to-read, computing","to-read (#180), computing (#48)",to-read,,,,0,0
393854,Artificial Intelligence: Modern Approach,Stuart Russell,"Russell, Stuart",Peter Norvig,"=""0131038052""","=""9780131038059""",0,4.19,Prentice Hall,Hardcover,932,1994,1994,,2021/12/05,"to-read, computing","to-read (#177), computing (#43)",to-read,,,,0,0
25545994,Python Machine Learning,Sebastian Raschka,"Raschka, Sebastian",,"=""1783555130""","=""9781783555130""",0,4.25,Packt Publishing,Paperback,454,2015,2015,,2019/02/07,"to-read, computing, python","to-read (#201), computing (#13), python (#2)",to-read,,,,0,0
18704466,The Strategy of the Genes,C.H. Waddington,"Waddington, C.H.",,"=""1138017310""","=""9781138017313""",0,4.11,Routledge,Hardcover,274,2014,1957,,2016/06/19,"biomedicine, evolution, to-read, science","biomedicine (#27), evolution (#13), to-read (#70), science (#164)",to-read,,,,1,0
28121354,Genomics and Personalized Medicine: What Everyone Needs to Know(r),Michael Snyder,"Snyder, Michael",,"=""0190234768""","=""9780190234768""",3,3.62,"Oxford University Press, USA",Paperback,184,2016,,,2016/07/13,"biomedicine, reviewed, science","biomedicine (#21), reviewed (#82), science (#165)",read,,,,1,0
6767373,The Music of Life: Biology Beyond Genes,Denis Noble,"Noble, Denis",,"=""0199228361""","=""9780199228362""",0,3.82,"Oxford University Press, USA",Paperback,176,2008,2006,,2016/06/19,"philosophy, evolution, to-read, religion, science","philosophy (#22), evolution (#11), to-read (#84), religion (#46), science (#163)",to-read,,,,1,0
26264769,The Society of Genes,Itai Yanai,"Yanai, Itai",Martin Lercher,"=""0674425022""","=""9780674425026""",0,4.21,Harvard University Press,Hardcover,296,2016,2016,,2016/07/13,"to-read, biomedicine, science","to-read (#65), biomedicine (#22), science (#166)",to-read,,,,0,0
1865671,A Life Decoded: My Genome: My Life,J. Craig Venter,"Venter, J. Craig",,"=""0670063584""","=""9780670063581""",4,3.75,Viking Books,Hardcover,390,2008,2007,,2016/02/06,"biomedicine, reviewed, science","biomedicine (#18), reviewed (#91), science (#160)",read,,,,1,0
3746043,Philosophy of Biology,Brian Garvey,"Garvey, Brian",,"=""0773533435""","=""9780773533431""",0,4.44,McGill-Queen's University Press,Paperback,288,2007,2007,,2016/06/19,"philosophy, evolution, to-read, science","philosophy (#21), evolution (#10), to-read (#86), science (#162)",to-read,,,,1,0
34365132,The Double Helix,James D. Watson,"Watson, James D.",,"=""""","=""""",4,3.85,Penguin Books,Paperback,183,1982,1968,,2016/02/06,"biomedicine, history, science","biomedicine (#5), history (#121), science (#158)",read,,,,1,0
17674969,Life at the Speed of Light: From the Double Helix to the Dawn of Digital Life,J. Craig Venter,"Venter, J. Craig",,"=""0670025402""","=""9780670025404""",3,3.86,Viking Books,Hardcover,224,2013,2013,,2016/02/06,"biomedicine, reviewed, science","biomedicine (#17), reviewed (#71), science (#159)",read,,,,1,0
15826947,Vikten av gener: hur DNA påverkar din vikt,Karin Bojs,"Bojs, Karin",Anna Bratt,"=""9127131076""","=""9789127131071""",0,3.00,Natur & Kultur,Hardcover,176,2011,2011,,2016/02/02,"to-read, biomedicine, human-evolution, svenska, science","to-read (#75), biomedicine (#15), human-evolution (#80), svenska (#71), science (#156)",to-read,,,,0,0
9712256,Den skapande evolutionen,Torbjörn Fagerström,"Fagerström, Torbjörn",,"=""9157805458""","=""""",0,4.50,Bokförlaget Nya Doxa,Hardcover,189,2009,2009,,2016/02/02,"biomedicine, philosophy, evolution, to-read, svenska, science","biomedicine (#16), philosophy (#20), evolution (#8), to-read (#83), svenska (#60), science (#157)",to-read,,,,1,0
25663760,Herding Hemingway's Cats: Understanding how our genes work,Kat Arney,"Arney, Kat",,"=""1472910044""","=""9781472910042""",4,3.96,Bloomsbury Sigma,Hardcover,288,2016,2016,,2016/01/24,"biomedicine, evolution, reviewed, science","biomedicine (#11), evolution (#2), reviewed (#76), science (#152)",read,,,,1,0
61538,The Extended Phenotype: The Long Reach of the Gene,Richard Dawkins,"Dawkins, Richard",Daniel C. Dennett,"=""0192880519""","=""9780192880512""",0,4.11,"Oxford University Press, USA",Paperback,336,1999,1982,,2016/02/02,"philosophy, evolution, to-read, science","philosophy (#19), evolution (#6), to-read (#82), science (#155)",to-read,,,,1,0
